tracking_id,sender,recipient,origin_province,destination_province,distance_km,weight_kg,package_quantity,ship_type,day_of_week,month,delayed,delivery_days
ENV-1560,Nahiara Valdez Lopez,Sr(a). Valentino Peralta,Catamarca,Chaco,141,23.49,14,1,1,10,0,1
ENV-1561,Sofia Villalba Pereyra,Lucas Julia Gonzalez,Buenos Aires,Jujuy,1541,23.74,9,0,2,11,1,11
ENV-1562,Dr(a). Juan Pablo Ledesma,Sr(a). Thiago Gomez,Santiago del Estero,Tierra del Fuego,1894,24.15,19,0,1,4,1,8
ENV-1563,Juan Manuel Alma Mia Martinez,Juan Pablo Ivan Flores,Entre Rios,Santiago del Estero,541,37.29,13,1,4,2,1,7
ENV-1564,Victoria Rafael Duarte,Francesca Maximo Flores Herrera,Cordoba,Tucuman,547,16.77,15,1,6,3,1,7
ENV-1565,Valentino Maria Luz Gonzalez Martinez,Dr(a). Sofia Ponce,Santiago del Estero,Chubut,418,36.95,2,1,5,1,0,2
ENV-1566,Sr(a). Isabella Ramirez,Jazmin Mateo Valdez,Cordoba,Buenos Aires,606,31.91,8,0,3,6,1,7
ENV-1567,Francesca Mateo Flores,Sr(a). Valentina Sosa,Rio Negro,La Rioja,68,31.62,19,1,3,4,1,4
ENV-1568,Ciro Benjamin Victoria Escobar,Ian Benjamin Nuñez Carrizo,San Juan,Neuquen,50,37.38,17,1,2,3,1,5
ENV-1569,Simon Felicitas Coronel,Luca Gutierrez Pereyra,San Juan,Neuquen,50,33.57,11,1,0,6,1,2
ENV-1570,Dr(a). Francisco Benitez,Juan Pablo Cabrera Fernandez,San Juan,Chubut,244,11.74,15,0,0,9,0,1
ENV-1571,Thiago Lionel Santino Agustin Gonzalez Mansilla,Santino Valentin Nuñez Hernandez,Chubut,La Rioja,298,22.9,18,0,6,9,1,6
ENV-1572,Matilda Martinez,Catalina Ojeda Campos,Corrientes,Chubut,376,38.91,7,1,4,10,0,2
ENV-1573,Emma Juan Francisco Aguirre Quiroga,Ciro Godoy,San Luis,Salta,704,2.83,18,1,4,4,0,4
ENV-1574,Valentina Jazmin Maria Paz Barrios Godoy,Ciro Luana Velazquez Rodriguez,Salta,Cordoba,765,8.36,6,0,6,12,1,8
ENV-1575,Luz Milagros Suarez Nuñez,Salvador Vicente Gomez,Misiones,Corrientes,241,2.92,13,1,3,9,0,2
ENV-1576,Lucas Miranda,Sofía Aguero,Rio Negro,Neuquen,102,7.24,10,0,0,5,0,1
ENV-1577,Martina Gomez,Dante Gomez Coronel,Santiago del Estero,Jujuy,473,46.19,20,0,0,7,1,5
ENV-1578,Clara Paloma Juarez Maldonado,Lautaro Caceres Roldan,Cordoba,Entre Rios,270,39.42,14,1,4,4,1,5
ENV-1579,Sr(a). Nahiara Jazmin Correa,Valentina  Gonzalez,Catamarca,Entre Rios,590,7.45,13,0,5,12,0,3
ENV-1580,Sr(a). Benjamin Leiva,Juana Ramirez Gonzalez,Santiago del Estero,Chubut,322,22.45,9,1,0,11,1,5
ENV-1581,Juan Francisco Perez,Lautaro Lucía  Perez Vargas,Salta,Chaco,530,30.12,8,1,2,2,0,4
ENV-1582,Malena Dylan Ezequiel Perez Arias,Lautaro Benjamin Morena Jazmin Moreno,Santa Cruz,Neuquen,909,3.98,11,1,0,7,0,4
ENV-1583,Zoe Vargas,Juan Gabriel Jazmín Romero,Formosa,Chaco,230,23.59,19,0,5,12,0,1
ENV-1584,Sr(a). Josefina Sanchez,Luca Sanchez Aguirre,Rio Negro,Jujuy,327,26.38,3,1,1,11,1,6
ENV-1585,Matilda Sofia Mendez,Lautaro Cordoba,Misiones,CABA,1196,43.33,9,1,2,11,1,11
ENV-1586,Zoe Rafael Sanchez Gomez,Dr(a). Nahuel Quiroga,Santiago del Estero,Formosa,111,4.61,4,1,1,10,0,1
ENV-1587,Dr(a). Matilda Rojas,Ana Paula Rodriguez,San Luis,Misiones,438,5.65,16,1,4,9,0,2
ENV-1588,Catalina Luna Lucero,Elena Fernandez,Santiago del Estero,Mendoza,50,30.28,19,0,4,2,1,3
ENV-1589,Julia Camila Ayala Gomez,Mora Emanuel Romero Martinez,La Rioja,San Luis,374,21.38,13,0,2,11,0,1
ENV-1590,Emma Fernandez Toledo,Morena Miranda Velazquez,Neuquen,San Luis,403,2.35,13,1,5,1,1,4
ENV-1591,Thiago Lionel Simon Correa,Benjamin Emma Gonzalez,Buenos Aires,Santa Fe,454,5.39,14,0,5,8,0,1
ENV-1592,Dr(a). Luana Ramirez,Sr(a). Renata Farias,Formosa,La Rioja,108,17.94,8,1,3,1,0,1
ENV-1593,Dr(a). Lucía Paez,Thiago Valentin Vega,Tierra del Fuego,Santa Fe,2487,38.55,6,0,4,9,1,10
ENV-1594,Benjamin Ezequiel Thiago Benjamin Torres Mendoza,Juan Cruz Benicio Campos,La Rioja,Cordoba,447,42.9,11,1,4,9,0,2
ENV-1595,Juan Cruz Ezequiel Quiroga,Sr(a). Catalina Avila,Entre Rios,La Pampa,98,5.51,3,1,2,10,0,1
ENV-1596,Dr(a). Mateo Benjamin Gomez,Sr(a). Joaquín Vera,Cordoba,Mendoza,321,13.6,16,1,2,8,0,2
ENV-1597,Sr(a). Valentin Silva,Malena Benitez Luna,Cordoba,Cordoba,102,1.29,7,1,4,12,0,1
ENV-1598,Benjamin Alejandro Lopez Castro,Sr(a). Kiara Herrera,Jujuy,San Juan,507,9.31,20,0,1,2,1,8
ENV-1599,Bautista Benicio Moyano,Franco Abigail Ojeda Vera,Santiago del Estero,Mendoza,87,7.72,11,1,3,3,0,1
ENV-1600,Lorenzo Coronel,Lucas Ezequiel Delfina Acosta,Chaco,Tucuman,245,30.86,3,1,1,8,0,2
ENV-1601,Dr(a). Ignacio Ortiz,Dr(a). Felipe Rojas,Entre Rios,San Juan,609,33.54,9,0,3,4,0,3
ENV-1602,Dr(a). Morena Jazmin Valdez,Luz Milagros Sosa Gomez,Entre Rios,Entre Rios,77,22.3,7,0,0,5,1,2
ENV-1603,Mora Pereyra Ojeda,Valentina Juan Martin Navarro,Santa Cruz,Rio Negro,932,21.02,18,0,3,3,0,3
ENV-1604,Miguel Angel Martina Soria,Ignacio Gomez Ruiz,San Luis,Mendoza,330,28.99,13,1,5,6,0,2
ENV-1605,Luciana Alvarez,Valentino Romero,Formosa,Misiones,114,18.54,8,1,4,6,1,3
ENV-1606,Josefina Lopez Flores,Guillermina Santiago Ruiz Martinez,La Pampa,Tierra del Fuego,2433,39.88,19,0,0,9,1,11
ENV-1607,Alma Cardozo Pereyra,Emiliano Rodriguez Castro,La Pampa,Chaco,524,11.78,12,0,3,5,0,3
ENV-1608,Catalina Benjamin Velazquez Gonzalez,Olivia Martina Barrios Ortiz,CABA,Neuquen,1228,22.17,19,1,0,3,1,11
ENV-1609,Maximiliano Lopez Rios,Mateo Benjamin Candelaria Gomez,San Juan,Santa Fe,534,44.84,16,0,0,11,1,6
ENV-1610,Matias Dante Paez,Bianca Zoe Valentina Acosta,San Luis,Formosa,277,35.82,16,1,5,3,0,2
ENV-1611,Sr(a). Santiago Nicolas Paez,Micaela Sanchez Garcia,Corrientes,Santiago del Estero,135,15.84,10,1,1,10,0,1
ENV-1612,Thiago Ezequiel Salvador Lopez Gomez,Juan Martin Mateo Joaquin Ayala,Salta,Misiones,156,38.43,19,1,6,1,0,1
ENV-1613,Dylan Molina,Martín Leiva,CABA,Tierra del Fuego,3011,29.58,3,0,4,7,0,6
ENV-1614,Sr(a). Alma Torres,Thiago Daniel Morena Arias,Tucuman,Corrientes,233,49.0,6,0,0,11,0,1
ENV-1615,Benicio Avila Ayala,Sr(a). Thiago Leonel Gomez,Tucuman,Chaco,254,4.91,13,1,6,7,1,6
ENV-1616,Thiago Emanuel Lucas Quiroga Pereyra,Sr(a). Emilia Fernandez,Chubut,La Pampa,816,5.25,12,0,5,7,0,3
ENV-1617,Juana Lucía Ruiz,Catalina Gonzalez,Rio Negro,Catamarca,117,13.4,7,0,2,11,0,1
ENV-1618,Juan Cruz Suarez Alvarez,Samuel Vazquez,La Pampa,Neuquen,544,26.43,1,0,4,1,0,3
ENV-1619,Bruno Gonzalez Leiva,Uma Lautaro Ezequiel Ortiz Lopez,Chaco,Cordoba,220,48.2,17,0,0,6,1,2
ENV-1620,Tiziano Benjamin Mateo Benjamin Gonzalez Sanchez,Lautaro Mateo Benjamin Paz,San Luis,San Luis,115,43.04,6,0,5,10,0,1
ENV-1621,Tiziano Benjamin Pereyra,Bianca Thiago Ezequiel Gonzalez,San Juan,Corrientes,108,5.3,5,1,4,3,0,1
ENV-1622,Santino Maria Guadalupe Escobar,Bautista Sofia Diaz Godoy,Tierra del Fuego,Cordoba,2349,7.87,15,0,4,1,0,6
ENV-1623,Martina Alvarez Mendoza,Carmela Gonzalez Martinez,Chaco,Jujuy,544,5.83,6,0,0,8,1,5
ENV-1624,Dylan Benjamin Charo Rivero Torres,Martina Fernandez,Santa Cruz,La Pampa,1586,46.47,18,1,6,8,0,7
ENV-1625,Julian Valentina Ayala,Dr(a). Sofia Lucero,Santiago del Estero,San Juan,50,17.25,12,0,1,8,1,5
ENV-1626,Renata Benjamin Paz Alvarez,Augusto Pilar Juarez,CABA,La Rioja,1035,45.87,16,0,6,9,1,9
ENV-1627,Martina Vazquez,Antonella Delfina Godoy,Salta,San Luis,717,35.26,17,1,6,9,0,4
ENV-1628,Mateo Arias Rodriguez,Dr(a). Mateo Villalba,Jujuy,La Pampa,954,22.67,7,1,5,7,1,8
ENV-1629,Emilia Garcia,Dr(a). Santino Gomez,Catamarca,Rio Negro,76,24.82,11,1,4,7,1,4
ENV-1630,Maria Guadalupe Lautaro Benjamin Aguirre,Maximo Martina Suarez,Santiago del Estero,Tierra del Fuego,1884,26.61,2,0,0,5,0,6
ENV-1631,Francisco Miranda Lopez,Emma Cabrera Benitez,Tucuman,San Luis,508,9.08,11,0,4,1,1,6
ENV-1632,Simon Milo Dominguez,Sr(a). Camilo Muñoz,Mendoza,Corrientes,110,48.23,2,1,5,9,0,1
ENV-1633,Franco Duarte Romero,Mateo Valentin Lautaro Diaz Moreno,Cordoba,Salta,764,34.22,2,0,0,8,0,3
ENV-1634,Olivia Leiva,Sr(a). Francisco Morales,Entre Rios,Tierra del Fuego,2551,4.11,7,1,1,10,0,7
ENV-1635,Milagros Simon Hernandez Rodriguez,Juan Martin Emilia Lopez,Buenos Aires,CABA,117,10.7,4,1,0,4,0,1
ENV-1636,Dr(a). Isabella Castillo,Maximo Gonzalez,La Pampa,Cordoba,169,41.42,12,1,0,3,1,3
ENV-1637,Lisandro Juan Cruz Gonzalez,Ramiro Gonzalez Gonzalez,Santa Cruz,Santiago del Estero,1036,44.16,14,1,1,11,1,10
ENV-1638,Zoe Valentina Vazquez Gomez,Paulina Martina Molina,Misiones,Tierra del Fuego,1672,21.09,14,1,2,4,0,7
ENV-1639,Lara Bustos Maidana,Emilia Rios,Rio Negro,Formosa,173,1.02,13,0,5,8,1,3
ENV-1640,Nahuel Martinez,Tomas Romero,Catamarca,Santa Fe,499,6.21,16,0,1,9,0,1
ENV-1641,Jazmin Mendoza,Mateo Benjamin Sosa,Tucuman,Formosa,121,14.6,10,1,6,10,1,2
ENV-1642,Emilia Sebastian Soto,Angel Gabriel Cruz,Mendoza,Corrientes,50,27.96,16,0,1,9,0,1
ENV-1643,Thiago Nicolas Lorenzo Garcia Gonzalez,Paloma Rojas,Rio Negro,Rio Negro,50,6.01,2,1,1,2,0,1
ENV-1644,Charo Juan Ignacio Morales,Thiago Joaquin Ciro Ramirez,Catamarca,Entre Rios,631,30.96,15,0,3,10,0,3
ENV-1645,Simon Alvarez,Alma Vicente Fernandez Pereyra,Santiago del Estero,Salta,368,38.54,11,0,4,1,0,1
ENV-1646,Delfina Santiago Diaz,Dr(a). Santino Nicolas Molina,La Pampa,Formosa,564,17.83,7,0,3,7,1,6
ENV-1647,Thiago Sanchez,Valentino Gomez,Salta,Catamarca,377,9.61,7,1,5,12,1,6
ENV-1648,Julieta Miranda,Dr(a). Isabella Diaz,Catamarca,Entre Rios,674,26.66,18,0,1,9,0,3
ENV-1649,Sr(a). Milagros Maidana,Joaquin Acosta,CABA,Chaco,936,20.79,18,0,4,12,1,6
ENV-1650,Francesca Vicente Perez,Sr(a). Santino Benjamin Silva,La Rioja,CABA,1056,45.13,8,0,3,1,1,10
ENV-1651,Felipe Josefina Martinez,Paulina Pilar Cabrera,San Luis,Chaco,177,38.23,2,0,0,11,0,1
ENV-1652,Sr(a). Amparo Caceres,Benjamin Ayala Aguero,Rio Negro,San Luis,418,14.48,20,1,3,12,1,6
ENV-1653,Elena Josefina Mendoza Diaz,Gino Julieta Rodriguez,Santa Cruz,Formosa,958,49.02,15,1,1,8,1,7
ENV-1654,Dr(a). Maria Victoria Rivero,Alma Lopez,Entre Rios,Chubut,943,32.04,6,1,2,3,1,5
ENV-1655,Santino Lucas Mendoza Fernandez,Juan Ignacio Bustos,Misiones,Jujuy,256,2.61,14,0,3,3,0,1
ENV-1656,Mateo Molina,Constanza Garcia,La Rioja,Corrientes,123,21.35,14,1,5,8,1,5
ENV-1657,Candelaria Vicente Fernandez,Catalina Gonzalez,Neuquen,La Rioja,106,16.64,13,0,5,9,1,3
ENV-1658,Agustin Herrera,Maria Victoria Olivera Torres,Tierra del Fuego,Corrientes,2065,10.13,20,1,3,9,0,7
ENV-1659,Maria Victoria Lopez,Faustino Leiva Ortiz,Misiones,La Rioja,148,11.07,5,1,0,9,0,1
ENV-1660,Constantino Angelina Rodriguez Fernandez,Agostina Santino Gabriel Gomez Maidana,Jujuy,Santa Cruz,575,3.02,7,1,4,3,0,4
ENV-1661,Thiago Daniel Juan Cruz Vera,Benicio Velazquez Aguirre,Salta,Misiones,166,47.19,1,0,3,10,0,1
ENV-1662,Dr(a). Dylan Ezequiel Torres,Santiago Emilia Gutierrez Avila,Formosa,Tucuman,164,38.58,13,0,1,7,1,3
ENV-1663,Juan Cruz Lopez,Constanza Thiago Benjamin Franco,Tucuman,Chubut,194,16.15,20,0,5,2,0,1
ENV-1664,Martina Lautaro Ezequiel Coronel Medina,Ignacio Gonzalez Hernandez,Catamarca,Buenos Aires,922,46.05,2,1,6,2,1,7
ENV-1665,Sr(a). Abril Gonzalez,Sofia Herrera,Corrientes,Tucuman,208,47.92,10,0,2,10,0,1
ENV-1666,Martina Carrizo,Ignacio Cordoba,San Luis,Neuquen,391,17.26,6,1,2,2,0,2
ENV-1667,Lola Romero,Lucio Nicolas Aguirre Perez,Cordoba,Chubut,661,21.05,18,1,1,9,0,4
ENV-1668,Bastian Rodriguez,Candela Kiara Gonzalez Fernandez,Rio Negro,Tierra del Fuego,1791,34.65,8,0,5,3,0,6
ENV-1669,Emma Lopez Rodriguez,Sr(a). Fausto Guzman,Chaco,CABA,954,44.07,16,1,3,3,0,4
ENV-1670,Lisandro Ponce Romero,Sr(a). Felipe Morales,San Luis,Tierra del Fuego,2212,46.58,19,0,3,1,0,6
ENV-1671,Agustín Romero,Tomas Rodriguez Fernandez,Santiago del Estero,San Luis,258,44.34,3,1,0,3,1,5
ENV-1672,Santiago Vera Gomez,Sol Martinez,Santiago del Estero,Mendoza,58,5.99,7,1,2,12,0,1
ENV-1673,Lucio Alvarez Morales,Agustin Santiago Olivera,Catamarca,La Rioja,174,49.19,16,0,4,10,1,3
ENV-1674,Sr(a). Valentin Ojeda,Sr(a). Simon Gimenez,La Rioja,Formosa,69,25.91,17,0,3,6,0,1
ENV-1675,Joaquin Diaz Fernandez,Sr(a). Constanza Quiroga,CABA,Santa Fe,481,35.18,9,1,3,6,1,6
ENV-1676,Santiago Farias Navarro,Mateo Juan Manuel Luna,Santiago del Estero,Catamarca,105,27.79,5,0,5,10,1,5
ENV-1677,Dr(a). Bianca Garcia,Valentina Romero,Corrientes,Rio Negro,217,19.73,9,1,2,6,0,2
ENV-1678,Julia Ambar Martin,Emilia Mateo Rodriguez Aguirre,Misiones,Misiones,107,7.05,12,1,4,4,1,4
ENV-1679,Ana Paula Maldonado Rodriguez,Benjamin Villalba,Catamarca,Neuquen,50,40.37,11,0,0,3,0,1
ENV-1680,Juan Cruz Vazquez Avila,Sr(a). Franco Ojeda,Chaco,Entre Rios,489,9.27,3,0,4,4,0,1
ENV-1681,Tomàs Thiago Nicolas Suarez Gimenez,Josefina Franco,Catamarca,Buenos Aires,923,36.96,11,0,1,10,0,3
ENV-1682,Francisco Joaquin Ledesma,Valentin Medina,Neuquen,Santa Fe,654,39.41,4,0,0,12,1,4
ENV-1683,Malena Mendoza,Felipe Ponce,Cordoba,Catamarca,293,0.69,8,0,0,12,1,4
ENV-1684,Ciro Gonzalez,Francesco Olivia Aguero,Santa Fe,Salta,919,24.06,7,1,4,12,1,7
ENV-1685,Camila Benjamin Arias,Felipe Rosario Diaz,Tucuman,Santiago del Estero,271,43.32,2,1,1,9,1,4
ENV-1686,Francesca Fernandez Romero,Guillermina Fernandez Rivero,Corrientes,Formosa,106,43.97,19,0,5,2,0,1
ENV-1687,Dr(a). Francisco Suarez,Lorenzo Duarte,Catamarca,Corrientes,67,42.51,8,0,3,11,0,1
ENV-1688,Pilar Vicente Sosa,Bautista Sanchez Herrera,Jujuy,Santa Cruz,575,25.58,10,0,3,5,0,3
ENV-1689,Valentino Maximo Aguirre Diaz,Benjamin Sanchez,Tucuman,Entre Rios,855,0.85,9,1,6,3,1,5
ENV-1690,Alma Josefina Rios,Sr(a). Matias Pereyra,Rio Negro,La Rioja,50,31.18,14,0,5,12,1,2
ENV-1691,Lisandro Micaela Guzman Torres,Isabella Acosta,La Pampa,San Luis,262,35.05,20,0,4,5,0,1
ENV-1692,Emma Leiva,Nahuel Alvaro Godoy,La Pampa,Neuquen,611,37.24,16,1,3,5,0,4
ENV-1693,Maia Castro,Dr(a). Genaro Mendoza,La Pampa,San Juan,518,11.79,6,0,5,6,0,3
ENV-1694,Sofia Belen Franco Bustos Vega,Sr(a). Zoe Valentina Martinez,Neuquen,La Pampa,623,23.45,15,1,1,3,0,4
ENV-1695,Dr(a). Mateo Agustin Sanchez,Olivia Fernandez Sanchez,Mendoza,Misiones,126,43.73,11,1,6,11,1,4
ENV-1696,Dr(a). Malena Mendoza,Bautista Francesca Lopez Vazquez,Buenos Aires,Misiones,1164,7.98,6,0,0,1,1,8
ENV-1697,Guadalupe Santiago Benjamin Herrera,Juan Manuel Ignacio Paz,Formosa,La Pampa,570,1.57,13,0,2,9,1,5
ENV-1698,Lucas Vargas,Pilar Josefina Cruz Diaz,Rio Negro,Santa Cruz,947,21.93,6,1,5,1,1,5
ENV-1699,Gino Matias Gomez,Abril Diaz Figueroa,Catamarca,La Pampa,542,30.59,5,0,4,8,0,3
ENV-1700,Valentina Thiago Quiroga Roldan,Thiago Benjamin Felipe Gonzalez Ferreyra,Misiones,Rio Negro,50,47.86,6,1,5,5,0,1
ENV-1701,Bautista Medina,Tomàs Olivia Fernandez,Misiones,Santa Cruz,801,30.16,17,1,2,12,1,6
ENV-1702,Matilda Gomez,Facundo Santiago Juarez Garcia,La Rioja,San Luis,341,3.62,15,1,3,4,1,5
ENV-1703,Sr(a). Juan Cruz Gonzalez,Joaquina Castro Torres,Tierra del Fuego,Entre Rios,2550,31.88,16,1,4,6,1,10
ENV-1704,Ludmila Thiago Gonzalez Benitez,Camila Juan Cruz Miranda Gonzalez,Tierra del Fuego,Corrientes,1952,48.29,19,0,5,10,1,8
ENV-1705,Juan Cruz Matilda Gonzalez Gutierrez,Guillermina Gabriel Fernandez,Rio Negro,San Luis,440,44.58,11,0,3,3,0,1
ENV-1706,Maximo Acuña Martinez,Renzo Alma Ramirez Cardozo,Catamarca,Salta,445,23.4,9,0,3,7,0,1
ENV-1707,Camila Rodriguez,Santino Benjamin Ruiz,Formosa,Tierra del Fuego,1806,18.51,2,1,1,4,0,7
ENV-1708,Manuel Catalina Diaz,Juan Ignacio Thiago Emanuel Perez,La Pampa,La Rioja,628,24.39,5,1,2,8,0,4
ENV-1709,Isabella Thiago Ezequiel Gonzalez,Jazmin Martina Navarro,Santa Cruz,San Juan,971,41.29,7,0,2,12,1,5
ENV-1710,Ivan Valentino Sanchez,Matilda Carrizo,Salta,Salta,92,12.79,13,1,5,1,1,3
ENV-1711,Bianca Garcia Gonzalez,Nicolas Gonzalez,Chubut,Jujuy,76,1.93,14,0,2,8,0,1
ENV-1712,Sr(a). Sofia Nuñez,Lautaro Rodriguez Lucero,Chubut,Neuquen,330,19.41,6,1,6,6,1,5
ENV-1713,Sr(a). Camila Fernandez,Uma  Villalba Garcia,Neuquen,Formosa,70,35.46,15,1,1,10,1,2
ENV-1714,Dr(a). Bianca Fernandez,Zoe Valentina Diaz,Chaco,CABA,1003,27.85,12,0,2,12,1,7
ENV-1715,Francesca Jeremias Acosta Acosta,Dr(a). Sofia Gomez,Santa Fe,Misiones,752,20.08,11,0,5,5,1,8
ENV-1716,Luciana Villalba,Sofia Franco Cardozo,CABA,Salta,1384,36.28,5,1,0,2,1,8
ENV-1717,Angelina Sara Sosa,Lara Martinez Paez,Salta,Cordoba,730,5.05,12,1,2,2,0,4
ENV-1718,Delfina Benjamin Gonzalez Rivero,Sofia Abigail Alvarez Romero,Catamarca,Rio Negro,172,27.48,17,1,5,7,0,1
ENV-1719,Juan Martin Lopez,Jazmin Luna,San Juan,Catamarca,73,22.7,4,1,1,4,1,6
ENV-1720,Bautista Santino Gonzalez,Ana Paula Mendez Leiva,Buenos Aires,CABA,77,24.2,2,0,6,4,0,1
ENV-1721,Julieta Alvarez Ortiz,Catalina Guadalupe Moreno,Chubut,Salta,101,16.49,13,0,4,5,0,1
ENV-1722,Thiago Nicolas Torres,Ciro Benjamin Vazquez Mendoza,Santiago del Estero,Tierra del Fuego,1976,27.73,2,0,4,1,1,11
ENV-1723,Valentino Facundo Soria Velazquez,Juan Ignacio Luca Moyano,Rio Negro,Buenos Aires,1159,35.24,19,1,4,3,1,9
ENV-1724,Emiliano Soria Lopez,Catalina Martinez Aguero,San Juan,Buenos Aires,1130,37.34,10,1,4,6,1,9
ENV-1725,Dr(a). Victoria Quiroga,Isabella Ledesma,Corrientes,Santa Cruz,1085,17.06,11,1,3,2,0,7
ENV-1726,Bautista Agostina Gonzalez,Lorenzo Medina,Neuquen,Buenos Aires,1134,30.37,17,1,1,3,1,11
ENV-1727,Renzo Dante Gonzalez,Rafael Hernandez Vega,Chaco,Tucuman,222,10.41,19,1,6,12,0,2
ENV-1728,Sofia Perez,Luisina Santiago Ledesma Correa,San Luis,Jujuy,762,23.46,8,1,1,9,1,5
ENV-1729,Francisca Miranda Benitez,Sol Vera,Corrientes,Cordoba,305,10.71,13,1,3,7,0,2
ENV-1730,Emilia Rodriguez Torres,Manuel Torres,Cordoba,Rio Negro,542,28.26,10,0,0,10,1,4
ENV-1731,Ian Benjamin Juan Pablo Sanchez Godoy,Joaquin Ruiz,Buenos Aires,Santa Cruz,1982,42.93,9,0,2,8,1,11
ENV-1732,Lautaro Nahuel Vazquez,Zoe Valentina Gonzalo Aguirre,Cordoba,Chaco,233,18.72,7,1,5,6,1,6
ENV-1733,Dr(a). Benicio Benitez,Dr(a). Antonio Romero,Santa Fe,Buenos Aires,446,38.64,4,1,1,5,0,2
ENV-1734,Mia Valentina Tomàs Rojas Peralta,Alma Ayala Chavez,Corrientes,Chaco,50,44.07,16,0,0,2,1,3
ENV-1735,Matias Juan Pablo Rivero,Mia Jazmin Dante Bravo,Neuquen,San Luis,412,14.02,1,1,0,12,0,2
ENV-1736,Antonia Camila Paz,Dylan Ezequiel Molina Gutierrez,Corrientes,Catamarca,121,34.06,1,0,3,7,0,1
ENV-1737,Sr(a). Valentina Molina,Thiago Nicolas Ramiro Caceres,Misiones,Cordoba,473,29.05,2,0,6,5,0,1
ENV-1738,Juan Ignacio Ojeda,Manuel Camila Ferreyra Ruiz,Tucuman,Rio Negro,71,40.2,1,1,6,4,1,5
ENV-1739,Dr(a). Lautaro Ezequiel Castillo,Francisco Moreno Fernandez,Buenos Aires,Santa Fe,381,43.74,14,1,6,4,0,2
ENV-1740,Thiago Agustin Luciano Benjamin Martin,Guillermina Avila Ledesma,Tucuman,CABA,1243,18.52,20,1,3,8,1,10
ENV-1741,Emma Lola Paz Rojas,Oriana Lopez Gonzalez,Santiago del Estero,La Rioja,161,27.27,11,1,3,3,0,1
ENV-1742,Juan Ignacio Santiago Ramos Rodriguez,Facundo Juan Ignacio Leiva Dominguez,La Rioja,Neuquen,108,38.48,5,1,5,9,1,5
ENV-1743,Genaro Garcia Alvarez,Julieta Ana Paula Ayala,Catamarca,Santa Cruz,1034,44.3,11,1,5,8,1,12
ENV-1744,Sr(a). Agostina Bravo,Juan Cruz Gonzalez,Santiago del Estero,Cordoba,280,17.5,5,1,4,11,0,2
ENV-1745,Candela Alvarez,Sr(a). Ciro Nuñez,Cordoba,San Luis,55,48.87,7,1,0,7,0,1
ENV-1746,Santino Agustin Ramiro Toledo Alvarez,Alejo Rodriguez,Salta,San Juan,280,26.22,19,0,2,9,0,1
ENV-1747,Juan Pablo Catalina Muñoz Vera,Facundo Cardozo Martinez,Cordoba,Tucuman,528,34.36,11,1,0,6,0,4
ENV-1748,Martina Sanchez,Delfina Ramirez,La Rioja,San Juan,121,26.39,13,0,4,6,0,1
ENV-1749,Ramiro Luna Peralta,Santiago Nicolas Acosta Gimenez,Tierra del Fuego,Chaco,1977,32.2,15,0,6,12,1,8
ENV-1750,Victoria Ortiz,Sr(a). Valentina Gomez,Tierra del Fuego,Buenos Aires,2999,40.1,16,0,0,12,1,8
ENV-1751,Dr(a). Joaquin Acosta,Martina Juan Martin Flores,Mendoza,Jujuy,473,27.33,4,0,0,1,1,2
ENV-1752,León Bautista Suarez,Benjamin Octavio Cordoba,Corrientes,Cordoba,238,3.82,15,0,3,6,0,1
ENV-1753,Thiago Nahuel Martina Lopez,Mateo Ezequiel Maria Victoria Aguirre Vera,Buenos Aires,Tierra del Fuego,3022,15.36,13,1,1,5,1,12
ENV-1754,Santino Fernandez Villalba,Sr(a). Simon Torres,Rio Negro,Santa Fe,777,29.87,16,0,3,6,1,6
ENV-1755,Benjamin Pereyra,Juan Manuel Santino Herrera Garcia,Tierra del Fuego,Rio Negro,1818,37.77,4,1,5,10,1,10
ENV-1756,Dr(a). Bautista Rodriguez,Agustin Bianca Martinez Soria,Santiago del Estero,Rio Negro,76,19.31,16,0,3,5,0,1
ENV-1757,Juan Ignacio Mateo Ortiz,Tomàs Máximo Torres,Catamarca,Entre Rios,544,23.01,11,0,4,8,1,6
ENV-1758,Jazmin Emanuel Ferreyra Nuñez,Lucas Martinez Fernandez,San Juan,Tierra del Fuego,1935,11.22,14,0,0,11,1,7
ENV-1759,Thiago Valentin Francesca Torres,Sr(a). Santino Carrizo,Salta,Neuquen,237,25.35,15,1,5,10,1,7
ENV-1760,Sr(a). Julieta Correa,Mateo Valentin Candela Figueroa Lopez,Santa Fe,Tucuman,682,13.03,4,1,1,8,1,6
ENV-1761,Jazmin Diaz,Francesca Juan Manuel Rojas,CABA,Jujuy,1623,16.91,4,0,6,2,1,10
ENV-1762,Felipe Fernandez Gimenez,Jazmin Olivera Rodriguez,Entre Rios,Buenos Aires,419,38.9,6,1,0,5,1,5
ENV-1763,Emma Zoe Mansilla,Maria Luz Milena Ramirez Cardozo,Santiago del Estero,San Luis,296,11.82,15,0,0,3,1,6
ENV-1764,Tiziana Vargas Gonzalez,Francesca Sofía Aguero Cardozo,San Luis,Buenos Aires,782,25.06,14,0,5,9,0,3
ENV-1765,Jazmin Santino Agustin Gimenez,Mia Valentina Navarro,La Rioja,Santa Fe,659,5.76,16,0,2,7,0,3
ENV-1766,Emma Maximo Aguirre,Lorenzo Gonzalez Rodriguez,Misiones,Catamarca,136,4.82,12,1,3,9,0,1
